nomem_encr,social_media_frequency,age,marital_status,living_arrangement,emotional_stability,intellect_imagination,self_esteem,Self-Rated_Health,Health_Hindrance_to_Daily_Functioning,Sleeping_Problems,Personal_Net_Income_Category,Employment_status,hours_on_social_media
827246,5.0,56.0,1.0,3.0,4.2,3.1,5.9,3,1.0,0.0,4.0,1,4.0
827566,5.0,30.0,1.0,1.0,3.2,2.9,5.0,3,1.0,0.0,5.0,1,2.0
827871,1.0,49.0,3.0,1.0,3.6,2.7,6.7,3,1.0,0.0,5.0,1,27.0
828128,6.0,62.0,5.0,1.0,1.8,1.9,1.6,1,3.0,1.0,4.0,10,42.0
828363,7.0,32.0,1.0,2.0,3.9,3.4,5.8,3,1.0,0.0,4.0,1,13.0
828570,6.0,20.0,5.0,3.0,2.7,3.4,4.9,5,1.0,0.0,1.0,1,18.0
828701,6.0,60.0,1.0,2.0,2.9,2.7,5.1,3,1.0,0.0,0.0,8,2.0
828744,7.0,36.0,1.0,3.0,3.3,3.5,5.8,4,1.0,0.0,4.0,1,5.0
829888,3.0,56.0,3.0,1.0,2.2,3.2,4.0,2,3.0,1.0,3.0,10,5.0
830020,5.0,52.0,5.0,3.0,4.8,4.1,6.8,3,1.0,0.0,4.0,1,6.0
830138,7.0,33.0,1.0,3.0,3.1,4.1,4.1,2,1.0,1.0,3.0,1,11.0
830139,6.0,68.0,1.0,2.0,3.5,3.4,4.4,3,2.0,0.0,3.0,9,9.0
830185,7.0,66.0,1.0,2.0,3.8,4.6,6.5,4,1.0,0.0,3.0,4,7.0
830224,4.0,47.0,1.0,3.0,2.5,3.2,3.9,4,3.0,0.0,4.0,1,11.0
830255,6.0,56.0,5.0,2.0,3.7,3.6,6.9,4,1.0,0.0,5.0,3,1.0
830297,,47.0,5.0,3.0,2.7,3.2,3.8,3,1.0,0.0,3.0,1,0.0
830422,6.0,47.0,5.0,1.0,3.8,2.8,5.3,3,1.0,0.0,4.0,1,7.0
830482,2.0,47.0,1.0,3.0,4.0,3.5,5.8,3,1.0,0.0,6.0,1,2.0
830520,7.0,29.0,5.0,1.0,3.3,3.9,4.6,3,1.0,0.0,6.0,1,14.0
830673,5.0,62.0,1.0,2.0,3.4,3.3,6.0,4,1.0,0.0,3.0,1,15.0
830798,7.0,27.0,5.0,2.0,3.5,4.2,5.5,3,1.0,1.0,4.0,1,3.0
830838,2.0,63.0,1.0,3.0,4.6,3.3,7.0,3,1.0,0.0,4.0,1,0.0
830923,6.0,40.0,5.0,3.0,3.8,3.7,6.6,4,1.0,0.0,6.0,1,6.0
831045,5.0,52.0,1.0,3.0,4.0,3.6,5.9,3,2.0,0.0,1.0,1,6.0
831304,3.0,55.0,1.0,2.0,3.0,3.0,4.0,3,1.0,0.0,4.0,1,3.0
831329,1.0,28.0,5.0,1.0,3.4,4.6,4.7,3,2.0,0.0,5.0,1,6.0
831631,5.0,59.0,5.0,1.0,3.7,4.4,5.8,3,1.0,1.0,13.0,3,0.0
831677,5.0,61.0,3.0,1.0,4.0,3.4,6.3,3,1.0,0.0,3.0,1,4.0
831737,4.0,49.0,1.0,3.0,4.1,3.0,6.4,4,1.0,0.0,14.0,2,6.0
831790,1.0,53.0,1.0,3.0,3.1,2.9,4.0,3,2.0,0.0,5.0,1,0.0
832052,6.0,65.0,5.0,1.0,4.0,4.1,5.9,2,1.0,0.0,6.0,9,0.0
832170,6.0,60.0,1.0,2.0,3.2,3.9,6.0,3,3.0,1.0,6.0,1,4.0
832205,2.0,56.0,1.0,3.0,3.6,4.2,6.0,4,1.0,0.0,13.0,1,1.0
832296,6.0,53.0,3.0,4.0,2.6,3.1,4.0,3,2.0,0.0,5.0,1,1.0
832408,7.0,55.0,1.0,2.0,3.7,3.2,5.6,2,3.0,0.0,5.0,1,3.0
832727,7.0,57.0,1.0,2.0,4.3,3.9,6.6,3,1.0,0.0,5.0,1,7.0
832752,7.0,58.0,1.0,3.0,3.9,4.1,6.3,3,2.0,0.0,6.0,1,8.0
832888,7.0,29.0,5.0,3.0,3.6,3.7,6.8,5,1.0,0.0,8.0,1,21.0
832952,6.0,29.0,5.0,4.0,2.0,2.0,1.9,3,2.0,0.0,0.0,10,28.0
833123,3.0,69.0,1.0,2.0,5.0,4.7,7.0,3,1.0,0.0,12.0,3,0.0
833349,6.0,44.0,5.0,2.0,2.9,2.9,4.9,3,2.0,0.0,0.0,4,20.0
833438,7.0,37.0,1.0,3.0,4.0,4.2,6.1,4,1.0,0.0,6.0,1,6.0
833612,7.0,22.0,5.0,3.0,2.5,3.8,4.7,3,3.0,1.0,0.0,1,14.0
833636,1.0,62.0,1.0,2.0,3.1,3.0,6.6,3,1.0,0.0,4.0,4,0.0
833639,7.0,53.0,3.0,4.0,4.0,3.7,6.2,4,1.0,0.0,5.0,1,17.0
833782,7.0,35.0,1.0,3.0,3.5,4.5,6.2,2,3.0,1.0,5.0,1,1.0
833963,2.0,46.0,3.0,1.0,4.6,3.9,5.8,4,1.0,0.0,14.0,1,0.0
834088,5.0,40.0,1.0,3.0,3.5,3.0,6.1,2,3.0,0.0,4.0,10,21.0
834094,7.0,47.0,1.0,3.0,2.4,4.0,5.8,3,3.0,1.0,3.0,8,15.0
834110,,35.0,5.0,1.0,3.8,3.5,6.3,3,1.0,0.0,6.0,1,0.0
834280,6.0,65.0,1.0,2.0,3.1,4.0,6.3,3,1.0,0.0,11.0,1,9.0
834341,1.0,58.0,3.0,1.0,4.0,3.1,6.2,5,2.0,0.0,5.0,1,3.0
834452,6.0,62.0,3.0,2.0,2.6,3.3,5.0,2,4.0,1.0,5.0,1,3.0
834518,6.0,70.0,1.0,2.0,4.2,3.3,6.5,3,3.0,0.0,3.0,9,0.0
834655,7.0,31.0,5.0,1.0,3.9,4.0,5.9,2,5.0,0.0,3.0,10,13.0
834756,7.0,25.0,5.0,1.0,3.5,4.3,6.1,4,1.0,0.0,1.0,7,14.0
835119,7.0,68.0,3.0,1.0,4.5,3.4,6.4,2,2.0,1.0,14.0,9,8.0
835231,2.0,31.0,5.0,3.0,4.0,3.0,4.6,3,1.0,0.0,5.0,1,4.0
835311,5.0,65.0,1.0,2.0,3.6,3.2,5.3,3,2.0,0.0,4.0,10,2.0
835388,6.0,44.0,1.0,2.0,3.9,4.2,6.0,5,1.0,0.0,6.0,2,3.0
835408,6.0,35.0,1.0,2.0,2.9,3.8,3.7,3,1.0,1.0,6.0,1,8.0
835488,5.0,69.0,1.0,2.0,3.7,3.1,5.4,3,3.0,0.0,4.0,9,1.0
835894,6.0,47.0,1.0,3.0,3.6,3.7,6.2,3,1.0,0.0,6.0,1,0.0
836221,6.0,68.0,1.0,2.0,3.6,3.5,5.6,3,1.0,1.0,2.0,9,8.0
836257,7.0,25.0,5.0,1.0,2.1,3.4,1.3,2,5.0,1.0,2.0,1,5.0
836312,1.0,70.0,1.0,2.0,3.2,3.0,5.4,3,1.0,0.0,14.0,9,0.0
836437,2.0,55.0,1.0,3.0,2.7,3.3,4.4,2,1.0,1.0,3.0,1,0.0
836483,4.0,20.0,5.0,3.0,4.9,4.0,7.0,4,1.0,0.0,0.0,7,1.0
836685,1.0,36.0,5.0,4.0,3.7,3.8,5.6,3,1.0,0.0,6.0,1,3.0
836768,7.0,58.0,1.0,3.0,2.0,3.3,4.4,3,4.0,1.0,14.0,1,6.0
837010,5.0,52.0,1.0,3.0,1.8,4.1,3.7,1,4.0,1.0,0.0,10,1.0
837109,6.0,54.0,1.0,3.0,3.8,3.5,5.5,4,1.0,0.0,7.0,3,3.0
837112,6.0,67.0,1.0,2.0,4.9,3.5,7.0,2,1.0,0.0,4.0,9,3.0
837168,7.0,26.0,5.0,3.0,3.0,3.5,4.0,3,1.0,0.0,5.0,1,13.0
837182,5.0,70.0,4.0,5.0,4.0,3.3,4.6,2,4.0,1.0,4.0,9,13.0
837192,6.0,56.0,1.0,2.0,3.5,3.3,5.1,3,1.0,0.0,4.0,1,16.0
837261,1.0,60.0,5.0,5.0,3.2,4.1,5.9,2,1.0,1.0,3.0,10,0.0
837361,1.0,60.0,1.0,2.0,2.8,2.8,4.0,5,1.0,1.0,5.0,1,1.0
837795,7.0,25.0,5.0,2.0,1.7,3.9,4.5,4,2.0,1.0,4.0,3,2.0
837884,7.0,21.0,5.0,3.0,2.1,3.2,3.4,3,3.0,1.0,0.0,7,2.0
838000,3.0,22.0,5.0,3.0,3.3,3.3,5.9,4,1.0,0.0,3.0,11,3.0
838371,6.0,68.0,4.0,4.0,2.0,3.0,3.3,2,2.0,0.0,3.0,8,2.0
838386,,64.0,1.0,2.0,3.1,3.1,4.8,3,3.0,0.0,0.0,9,0.0
838425,4.0,32.0,1.0,2.0,2.8,3.6,2.7,4,2.0,1.0,5.0,1,3.0
838430,5.0,31.0,5.0,1.0,2.5,3.4,5.2,4,1.0,0.0,6.0,1,3.0
838632,1.0,61.0,1.0,3.0,4.4,4.0,6.5,4,1.0,0.0,6.0,1,0.0
838708,7.0,19.0,5.0,3.0,2.1,3.9,4.2,4,1.0,0.0,0.0,13,13.0
838732,6.0,48.0,1.0,3.0,3.3,3.4,5.6,4,1.0,0.0,2.0,1,17.0
838909,3.0,64.0,5.0,1.0,2.9,2.0,3.5,2,3.0,1.0,4.0,10,1.0
838959,3.0,65.0,1.0,2.0,2.5,3.3,6.3,3,1.0,1.0,4.0,1,2.0
839010,1.0,66.0,3.0,1.0,2.8,3.9,4.9,2,3.0,0.0,3.0,9,2.0
839031,5.0,54.0,1.0,2.0,2.4,3.1,4.0,3,1.0,0.0,2.0,1,0.0
839053,6.0,47.0,1.0,3.0,4.6,3.9,6.5,4,1.0,0.0,1.0,3,2.0
839328,6.0,65.0,5.0,1.0,4.1,3.7,6.1,3,2.0,0.0,3.0,10,11.0
839382,7.0,54.0,1.0,3.0,2.9,3.9,5.4,4,1.0,1.0,3.0,1,18.0
839411,7.0,66.0,5.0,1.0,2.6,2.6,3.1,2,2.0,1.0,4.0,12,2.0
839501,7.0,49.0,1.0,3.0,3.5,4.4,5.4,4,1.0,0.0,6.0,1,9.0
839901,2.0,66.0,1.0,2.0,4.3,3.9,6.7,3,1.0,0.0,5.0,9,1.0
840161,6.0,20.0,5.0,3.0,4.0,3.4,6.7,3,1.0,1.0,1.0,7,5.0
840270,6.0,24.0,5.0,3.0,4.4,3.3,5.8,4,2.0,0.0,14.0,1,5.0
840353,7.0,44.0,1.0,3.0,1.9,3.5,4.8,3,1.0,1.0,6.0,1,4.0
840386,7.0,67.0,1.0,2.0,4.1,3.7,6.6,3,1.0,0.0,3.0,8,1.0
840426,6.0,49.0,1.0,3.0,4.6,3.7,6.5,3,1.0,0.0,4.0,3,7.0
840617,7.0,42.0,5.0,1.0,3.4,3.3,6.1,3,1.0,0.0,5.0,1,11.0
840628,5.0,54.0,1.0,3.0,2.6,2.2,4.2,2,4.0,1.0,3.0,4,2.0
840637,6.0,32.0,3.0,3.0,3.3,3.0,4.0,3,1.0,0.0,2.0,1,0.0
840747,6.0,66.0,3.0,1.0,4.7,4.0,6.0,3,1.0,1.0,3.0,10,18.0
840869,5.0,60.0,1.0,3.0,4.1,3.5,6.6,4,1.0,0.0,5.0,3,0.0
841183,5.0,62.0,1.0,2.0,4.3,3.7,6.2,3,1.0,0.0,14.0,1,3.0
841250,6.0,69.0,1.0,2.0,3.6,3.6,7.0,4,1.0,0.0,2.0,9,3.0
841305,7.0,47.0,1.0,3.0,3.4,3.3,,2,3.0,0.0,5.0,1,14.0
841632,7.0,38.0,1.0,3.0,4.0,3.7,4.9,3,4.0,0.0,3.0,1,59.0
841715,7.0,43.0,3.0,1.0,4.1,4.5,7.0,3,1.0,0.0,3.0,1,5.0
841723,6.0,64.0,1.0,2.0,3.8,3.3,7.0,3,1.0,0.0,3.0,9,13.0
841781,1.0,24.0,5.0,3.0,2.2,4.0,4.4,3,2.0,1.0,7.0,1,2.0
841787,7.0,57.0,1.0,3.0,2.8,3.9,5.3,4,1.0,0.0,7.0,3,6.0
842150,5.0,63.0,1.0,2.0,3.8,3.4,6.2,3,1.0,0.0,13.0,1,7.0
842296,7.0,36.0,5.0,1.0,3.1,4.6,6.0,5,1.0,0.0,6.0,1,5.0
842404,5.0,47.0,1.0,3.0,2.9,3.8,5.4,5,1.0,0.0,6.0,1,3.0
842437,2.0,53.0,1.0,2.0,3.4,2.7,3.2,2,4.0,0.0,0.0,8,1.0
842501,4.0,62.0,1.0,2.0,3.5,4.3,6.0,4,1.0,0.0,0.0,8,3.0
842697,5.0,47.0,1.0,3.0,3.9,3.0,5.4,3,1.0,0.0,14.0,1,1.0
842733,6.0,60.0,1.0,3.0,3.7,3.7,6.3,2,3.0,0.0,5.0,1,8.0
842828,6.0,35.0,1.0,1.0,4.2,3.2,5.2,3,4.0,0.0,5.0,1,6.0
842950,4.0,52.0,1.0,3.0,4.0,4.2,5.9,3,1.0,0.0,8.0,1,4.0
842971,4.0,40.0,5.0,3.0,3.5,4.1,6.2,3,1.0,0.0,6.0,1,2.0
842987,6.0,48.0,1.0,3.0,3.0,3.6,1.2,3,2.0,1.0,0.0,8,36.0
843133,5.0,36.0,1.0,1.0,3.7,3.6,6.6,3,2.0,0.0,7.0,1,7.0
843264,4.0,53.0,5.0,1.0,3.3,3.3,4.7,2,1.0,0.0,5.0,1,1.0
843286,2.0,54.0,1.0,1.0,3.8,3.0,5.9,3,1.0,0.0,6.0,1,0.0
843316,7.0,23.0,5.0,1.0,3.4,3.4,4.3,4,1.0,0.0,0.0,7,28.0
843399,4.0,66.0,5.0,1.0,3.8,2.9,4.8,3,1.0,1.0,2.0,12,1.0
843461,4.0,51.0,5.0,5.0,3.8,3.2,5.3,2,3.0,0.0,4.0,1,2.0
843692,6.0,66.0,1.0,2.0,3.4,4.3,6.1,3,1.0,0.0,2.0,9,4.0
843704,3.0,58.0,3.0,1.0,3.7,4.0,4.8,4,1.0,0.0,5.0,1,3.0
843890,7.0,32.0,5.0,1.0,2.1,3.6,4.3,2,2.0,1.0,2.0,3,27.0
844036,2.0,62.0,5.0,5.0,4.2,4.2,6.3,4,1.0,0.0,2.0,3,0.0
844100,3.0,38.0,5.0,3.0,4.4,2.7,6.0,3,3.0,0.0,2.0,13,3.0
844122,7.0,28.0,5.0,2.0,4.5,4.0,5.9,5,1.0,0.0,6.0,1,3.0
844149,6.0,45.0,5.0,1.0,4.5,4.6,6.8,2,2.0,1.0,3.0,8,2.0
844393,5.0,68.0,4.0,5.0,3.4,3.4,5.0,1,3.0,1.0,6.0,9,0.0
844406,4.0,50.0,5.0,3.0,3.5,3.1,4.5,3,1.0,0.0,4.0,1,2.0
844445,6.0,48.0,3.0,1.0,3.9,3.4,7.0,3,1.0,1.0,5.0,1,61.0
844466,5.0,36.0,5.0,1.0,2.8,4.1,5.0,3,,,14.0,1,1.0
844503,6.0,59.0,1.0,3.0,3.5,3.8,6.7,3,1.0,0.0,3.0,1,3.0
844702,6.0,30.0,5.0,3.0,2.9,3.4,5.9,3,1.0,1.0,4.0,1,3.0
844825,6.0,48.0,1.0,3.0,4.1,3.9,7.0,2,1.0,0.0,5.0,1,10.0
844949,5.0,69.0,1.0,2.0,3.9,3.7,6.9,4,1.0,0.0,6.0,9,2.0
844953,6.0,29.0,5.0,1.0,3.9,2.9,4.3,3,1.0,0.0,6.0,1,4.0
845092,6.0,55.0,5.0,3.0,3.6,4.6,5.5,4,1.0,0.0,8.0,1,3.0
845169,6.0,51.0,1.0,2.0,3.8,3.3,6.5,3,2.0,0.0,6.0,1,3.0
845187,6.0,70.0,1.0,2.0,2.8,3.2,4.3,2,3.0,1.0,4.0,9,6.0
845199,6.0,69.0,1.0,2.0,4.3,4.4,6.5,3,1.0,0.0,7.0,9,3.0
845327,1.0,65.0,3.0,1.0,4.4,3.1,5.2,3,1.0,0.0,5.0,9,40.0
845393,3.0,34.0,1.0,2.0,3.2,4.1,6.5,4,2.0,0.0,0.0,1,3.0
845495,7.0,55.0,1.0,3.0,3.8,3.3,5.8,3,1.0,1.0,3.0,1,6.0
845520,5.0,28.0,5.0,1.0,4.5,3.8,6.4,3,1.0,0.0,5.0,1,4.0
845716,,28.0,5.0,2.0,2.9,3.3,4.2,3,1.0,1.0,0.0,8,0.0
845834,6.0,69.0,1.0,2.0,2.9,3.1,5.2,2,3.0,1.0,3.0,9,9.0
845957,7.0,35.0,1.0,3.0,3.5,2.7,6.0,3,1.0,0.0,5.0,1,15.0
846145,6.0,66.0,3.0,1.0,4.6,3.6,6.7,2,2.0,0.0,5.0,1,5.0
846325,6.0,41.0,1.0,3.0,2.6,3.9,2.3,2,3.0,1.0,2.0,1,14.0
846450,5.0,43.0,1.0,3.0,3.7,3.7,6.0,3,1.0,0.0,14.0,1,1.0
846496,6.0,44.0,1.0,3.0,2.9,3.2,5.0,3,2.0,0.0,1.0,8,4.0
846502,6.0,37.0,1.0,3.0,3.6,3.8,6.9,4,1.0,0.0,5.0,1,2.0
846600,5.0,53.0,3.0,4.0,3.4,3.6,4.4,3,2.0,0.0,7.0,1,6.0
846676,6.0,37.0,1.0,3.0,3.3,3.3,6.4,5,1.0,0.0,2.0,1,8.0
846813,7.0,57.0,4.0,4.0,4.1,3.1,5.3,3,4.0,1.0,4.0,1,9.0
846865,7.0,29.0,1.0,1.0,4.5,2.9,5.4,3,1.0,0.0,5.0,1,5.0
847186,7.0,26.0,5.0,1.0,2.3,3.3,3.9,3,2.0,0.0,1.0,7,6.0
847328,7.0,33.0,1.0,3.0,4.3,3.2,4.3,4,1.0,0.0,4.0,1,6.0
847424,3.0,52.0,1.0,3.0,2.8,4.1,5.4,3,1.0,0.0,7.0,1,0.0
847457,4.0,65.0,1.0,2.0,3.9,3.4,6.5,3,1.0,0.0,3.0,1,0.0
847595,5.0,22.0,5.0,3.0,3.4,3.1,3.8,3,1.0,0.0,14.0,10,7.0
847692,2.0,57.0,1.0,2.0,3.9,2.7,5.4,4,1.0,0.0,5.0,2,3.0
847793,6.0,53.0,1.0,2.0,2.9,3.4,4.6,3,3.0,1.0,3.0,3,4.0
847903,5.0,56.0,5.0,3.0,2.7,3.0,4.4,2,2.0,1.0,2.0,10,2.0
847976,7.0,45.0,1.0,3.0,3.0,2.9,5.0,3,1.0,0.0,14.0,1,6.0
847998,7.0,53.0,1.0,3.0,3.6,3.2,6.0,3,3.0,1.0,5.0,3,8.0
848046,6.0,50.0,3.0,3.0,3.3,3.2,7.0,3,1.0,0.0,5.0,1,20.0
848068,5.0,34.0,5.0,4.0,3.0,2.7,5.3,3,1.0,0.0,1.0,1,12.0
848144,7.0,48.0,3.0,4.0,2.8,3.0,5.0,3,3.0,0.0,14.0,8,17.0
848146,6.0,44.0,5.0,3.0,3.7,3.4,5.6,2,3.0,1.0,13.0,4,2.0
848175,1.0,67.0,5.0,1.0,3.5,3.6,6.0,3,2.0,0.0,6.0,9,0.0
848205,6.0,68.0,1.0,2.0,3.0,2.7,4.1,3,1.0,0.0,3.0,9,3.0
848669,5.0,43.0,5.0,1.0,2.9,2.9,6.2,3,1.0,0.0,3.0,10,1.0
848721,2.0,67.0,1.0,3.0,4.0,3.9,6.9,4,1.0,0.0,3.0,9,1.0
848757,7.0,48.0,5.0,4.0,3.2,3.2,4.2,2,2.0,1.0,3.0,10,0.0
848995,5.0,54.0,1.0,3.0,2.6,4.1,4.2,3,3.0,1.0,5.0,1,13.0
849154,1.0,69.0,3.0,5.0,3.4,2.2,5.8,2,1.0,0.0,4.0,9,0.0
849169,7.0,24.0,5.0,4.0,2.7,3.4,5.6,3,1.0,0.0,13.0,3,7.0
849200,7.0,62.0,5.0,1.0,2.9,4.1,4.7,4,1.0,0.0,6.0,1,2.0
849340,2.0,48.0,1.0,3.0,1.9,3.2,4.5,3,1.0,0.0,3.0,8,0.0
849398,7.0,35.0,5.0,2.0,3.3,3.4,7.0,4,2.0,0.0,4.0,1,4.0
849407,3.0,60.0,1.0,3.0,2.2,3.3,3.6,3,1.0,1.0,5.0,1,12.0
849526,7.0,36.0,5.0,1.0,3.0,3.2,4.3,3,1.0,1.0,6.0,1,13.0
849600,5.0,69.0,5.0,1.0,2.9,3.5,4.1,2,2.0,0.0,5.0,9,2.0
849642,5.0,61.0,5.0,3.0,4.0,3.2,5.9,3,1.0,0.0,5.0,1,7.0
849643,3.0,58.0,3.0,2.0,3.8,3.8,5.9,3,2.0,0.0,7.0,1,6.0
849746,,37.0,5.0,3.0,3.6,3.6,5.6,3,1.0,0.0,8.0,1,0.0
849771,1.0,46.0,1.0,3.0,4.9,4.1,7.0,3,1.0,0.0,4.0,3,1.0
849795,6.0,69.0,1.0,2.0,4.0,3.8,5.4,3,3.0,0.0,8.0,9,5.0
849874,5.0,62.0,1.0,2.0,3.7,2.9,5.3,2,2.0,1.0,5.0,1,1.0
849896,6.0,58.0,1.0,3.0,3.8,3.1,5.2,3,1.0,0.0,5.0,1,2.0
849920,4.0,33.0,5.0,3.0,2.9,4.6,6.6,3,1.0,0.0,10.0,3,4.0
849990,5.0,30.0,5.0,3.0,2.7,4.0,5.8,4,1.0,0.0,2.0,10,5.0
850152,6.0,59.0,5.0,1.0,4.4,3.4,6.1,2,2.0,0.0,2.0,1,5.0
850170,5.0,65.0,1.0,2.0,3.5,3.7,4.8,2,2.0,0.0,4.0,10,3.0
850251,5.0,44.0,5.0,2.0,4.0,3.7,5.9,4,1.0,0.0,11.0,3,5.0
850254,6.0,30.0,5.0,2.0,3.3,4.2,6.0,5,1.0,0.0,14.0,1,2.0
850386,3.0,52.0,1.0,3.0,3.8,3.6,5.1,3,2.0,1.0,0.0,8,3.0
850604,5.0,41.0,1.0,3.0,3.1,2.7,3.3,5,1.0,0.0,7.0,1,8.0
850737,7.0,25.0,5.0,4.0,2.5,4.3,5.2,4,1.0,0.0,5.0,1,3.0
850942,7.0,58.0,1.0,3.0,2.7,3.2,3.6,3,1.0,1.0,4.0,1,1.0
850949,6.0,43.0,5.0,2.0,4.4,3.7,6.1,4,1.0,0.0,5.0,1,18.0
851045,7.0,48.0,1.0,3.0,4.2,3.2,6.3,5,1.0,0.0,0.0,1,8.0
851101,5.0,52.0,1.0,3.0,3.6,3.5,6.0,4,1.0,0.0,14.0,1,6.0
851123,1.0,54.0,1.0,3.0,4.6,4.0,6.5,3,1.0,0.0,7.0,1,0.0
851275,5.0,40.0,5.0,1.0,4.6,4.2,6.8,3,1.0,0.0,6.0,1,2.0
851327,6.0,68.0,1.0,2.0,3.9,3.7,6.0,1,5.0,0.0,5.0,9,2.0
851425,5.0,59.0,1.0,2.0,3.7,3.5,5.8,3,2.0,1.0,4.0,1,0.0
851431,7.0,54.0,1.0,3.0,4.3,4.3,6.6,3,2.0,0.0,8.0,1,13.0
851596,6.0,58.0,1.0,3.0,3.7,2.9,5.0,2,2.0,0.0,6.0,1,0.0
851641,6.0,66.0,4.0,2.0,4.2,3.2,6.3,3,3.0,0.0,1.0,9,2.0
851681,6.0,33.0,5.0,2.0,3.0,4.3,4.3,3,3.0,0.0,3.0,3,25.0
851867,5.0,26.0,5.0,3.0,1.2,2.7,2.8,1,2.0,1.0,3.0,13,3.0
852163,6.0,36.0,1.0,3.0,3.0,3.0,4.5,2,2.0,0.0,5.0,1,6.0
852191,7.0,25.0,5.0,3.0,3.0,3.2,4.3,3,2.0,0.0,0.0,8,5.0
852258,3.0,51.0,1.0,3.0,3.2,4.4,5.2,4,2.0,0.0,0.0,1,5.0
852438,3.0,69.0,1.0,2.0,4.0,3.0,6.4,3,4.0,0.0,3.0,9,0.0
852441,1.0,62.0,1.0,3.0,3.9,3.3,6.7,3,1.0,1.0,5.0,1,0.0
852545,2.0,48.0,5.0,1.0,4.3,3.8,5.0,2,1.0,0.0,7.0,1,1.0
852566,5.0,69.0,1.0,2.0,3.1,2.9,5.8,3,2.0,0.0,2.0,9,2.0
852639,4.0,58.0,1.0,3.0,4.2,3.7,5.5,4,1.0,0.0,9.0,1,1.0
852645,6.0,64.0,5.0,3.0,4.1,3.4,6.0,4,1.0,0.0,5.0,1,6.0
852752,7.0,40.0,5.0,3.0,3.5,3.0,5.4,3,1.0,0.0,14.0,1,1.0
853140,6.0,28.0,5.0,3.0,2.4,4.3,2.4,2,1.0,1.0,1.0,4,46.0
853195,6.0,50.0,1.0,3.0,3.7,3.2,6.0,4,1.0,0.0,7.0,1,0.0
853396,6.0,55.0,3.0,1.0,4.0,3.6,5.7,3,1.0,0.0,4.0,1,20.0
853460,7.0,64.0,1.0,2.0,3.8,3.7,6.4,3,1.0,0.0,2.0,1,1.0
853512,6.0,41.0,1.0,3.0,1.2,2.2,2.5,2,1.0,0.0,3.0,1,5.0
853521,7.0,28.0,5.0,1.0,4.0,3.6,5.8,4,1.0,0.0,5.0,1,5.0
853970,5.0,59.0,1.0,2.0,3.6,2.8,5.9,3,1.0,0.0,1.0,8,2.0
854101,7.0,25.0,5.0,2.0,3.9,4.0,6.2,5,1.0,0.0,2.0,7,10.0
854107,7.0,20.0,5.0,3.0,4.0,3.7,6.5,4,1.0,0.0,0.0,7,30.0
854129,2.0,57.0,1.0,2.0,2.9,3.4,4.7,2,2.0,1.0,0.0,4,60.0
854208,7.0,61.0,1.0,2.0,3.9,3.3,5.9,2,1.0,1.0,7.0,1,6.0
854284,5.0,64.0,1.0,2.0,4.9,3.7,6.6,3,2.0,0.0,5.0,1,8.0
854299,7.0,40.0,5.0,1.0,3.3,3.0,4.6,3,1.0,0.0,4.0,1,8.0
854391,6.0,69.0,1.0,3.0,3.5,3.6,5.4,2,1.0,0.0,7.0,8,1.0
854443,1.0,63.0,1.0,2.0,4.3,3.5,5.5,4,1.0,0.0,8.0,1,0.0
854495,7.0,51.0,5.0,2.0,3.0,3.8,6.3,3,1.0,0.0,4.0,1,0.0
854537,6.0,67.0,1.0,2.0,3.1,3.6,6.7,2,4.0,0.0,3.0,9,30.0
854700,7.0,67.0,1.0,1.0,2.8,2.8,4.0,2,1.0,0.0,3.0,9,13.0
854806,7.0,32.0,5.0,1.0,3.3,2.9,4.9,3,1.0,0.0,4.0,1,37.0
854812,1.0,57.0,5.0,3.0,3.8,3.5,6.0,3,1.0,0.0,5.0,1,2.0
854937,5.0,60.0,1.0,2.0,4.3,3.5,7.0,3,1.0,0.0,4.0,1,8.0
854988,5.0,32.0,5.0,1.0,3.1,4.3,4.9,4,1.0,0.0,5.0,1,8.0
855082,1.0,23.0,5.0,3.0,3.2,2.6,3.9,5,2.0,1.0,1.0,1,5.0
855120,5.0,44.0,1.0,3.0,3.4,3.5,6.0,4,1.0,0.0,11.0,3,3.0
855169,6.0,65.0,5.0,1.0,2.2,3.6,4.3,2,3.0,1.0,2.0,6,2.0
855255,7.0,64.0,3.0,2.0,4.5,3.5,6.7,3,1.0,0.0,6.0,1,5.0
855421,7.0,36.0,5.0,2.0,2.3,4.0,3.7,3,2.0,0.0,7.0,1,10.0
855584,6.0,57.0,1.0,3.0,3.3,3.0,6.0,3,1.0,0.0,2.0,1,2.0
855673,6.0,43.0,1.0,3.0,2.4,3.1,4.0,4,1.0,0.0,6.0,1,3.0
855722,7.0,23.0,5.0,3.0,1.8,3.1,3.7,3,2.0,0.0,2.0,7,4.0
855783,7.0,28.0,5.0,2.0,4.7,2.2,6.7,5,1.0,0.0,6.0,1,10.0
855963,6.0,53.0,5.0,3.0,3.2,3.9,6.2,4,1.0,0.0,7.0,1,21.0
856216,7.0,43.0,1.0,3.0,3.1,3.5,5.2,1,4.0,1.0,2.0,10,17.0
856387,7.0,64.0,4.0,1.0,4.5,3.4,6.2,3,1.0,0.0,2.0,1,4.0
856704,6.0,48.0,1.0,3.0,3.4,3.4,5.6,3,3.0,0.0,8.0,1,21.0
856918,7.0,42.0,1.0,3.0,3.1,4.1,1.9,2,3.0,0.0,3.0,1,11.0
